chr	start	end	methylation_pct	coverage	sample_id	condition
chr22	16436000	16436002	63.6	64	E008_brain	fetal_brain
chr22	16438000	16438002	88.1	33	E008_brain	fetal_brain
chr22	16440000	16440002	71.0	38	E008_brain	fetal_brain
chr22	16442000	16442002	70.2	43	E008_brain	fetal_brain
chr22	16444000	16444002	97.4	65	E008_brain	fetal_brain
chr22	16446000	16446002	62.2	20	E008_brain	fetal_brain
chr22	16448000	16448002	52.0	58	E008_brain	fetal_brain
chr22	16450000	16450002	43.9	27	E008_brain	fetal_brain
chr22	16452000	16452002	47.1	36	E008_brain	fetal_brain
chr22	16454000	16454002	71.2	8	E008_brain	fetal_brain
chr22	16456000	16456002	78.8	13	E008_brain	fetal_brain
chr22	16458000	16458002	78.2	51	E008_brain	fetal_brain
chr22	16460000	16460002	53.1	38	E008_brain	fetal_brain
chr22	16462000	16462002	60.6	65	E008_brain	fetal_brain
chr22	16464000	16464002	97.3	52	E008_brain	fetal_brain
chr22	16466000	16466002	65.5	70	E008_brain	fetal_brain
chr22	16468000	16468002	69.7	38	E008_brain	fetal_brain
chr22	16470000	16470002	67.2	25	E008_brain	fetal_brain
chr22	16472000	16472002	62.7	64	E008_brain	fetal_brain
chr22	16474000	16474002	65.9	22	E008_brain	fetal_brain
chr22	16476000	16476002	66.9	51	E008_brain	fetal_brain
chr22	16478000	16478002	73.9	58	E008_brain	fetal_brain
chr22	16480000	16480002	45.5	11	E008_brain	fetal_brain
chr22	16482000	16482002	41.8	42	E008_brain	fetal_brain
chr22	16484000	16484002	64.5	14	E008_brain	fetal_brain
chr22	16486000	16486002	90.7	70	E008_brain	fetal_brain
chr22	16488000	16488002	77.3	17	E008_brain	fetal_brain
chr22	16490000	16490002	89.8	26	E008_brain	fetal_brain
chr22	16492000	16492002	40.7	43	E008_brain	fetal_brain
chr22	16494000	16494002	61.7	39	E008_brain	fetal_brain
chr22	16496000	16496002	61.0	17	E008_brain	fetal_brain
chr22	16498000	16498002	49.0	73	E008_brain	fetal_brain
chr22	16500000	16500002	45.5	6	E008_brain	fetal_brain
chr22	16502000	16502002	56.5	22	E008_brain	fetal_brain
chr22	16504000	16504002	55.6	67	E008_brain	fetal_brain
chr22	16506000	16506002	68.3	57	E008_brain	fetal_brain
chr22	16508000	16508002	52.3	18	E008_brain	fetal_brain
chr22	16510000	16510002	97.8	32	E008_brain	fetal_brain
chr22	16512000	16512002	76.0	29	E008_brain	fetal_brain
chr22	16514000	16514002	78.8	76	E008_brain	fetal_brain
chr22	16516000	16516002	48.6	72	E008_brain	fetal_brain
chr22	16518000	16518002	51.5	73	E008_brain	fetal_brain
chr22	16520000	16520002	64.6	19	E008_brain	fetal_brain
chr22	16522000	16522002	47.3	58	E008_brain	fetal_brain
chr22	16524000	16524002	64.2	21	E008_brain	fetal_brain
chr22	16526000	16526002	71.5	7	E008_brain	fetal_brain
chr22	16528000	16528002	57.1	51	E008_brain	fetal_brain
chr22	16530000	16530002	71.7	22	E008_brain	fetal_brain
chr22	16532000	16532002	82.9	71	E008_brain	fetal_brain
chr22	16534000	16534002	41.3	48	E008_brain	fetal_brain
chr22	16536000	16536002	76.0	20	E008_brain	fetal_brain
chr22	16538000	16538002	81.3	33	E008_brain	fetal_brain
chr22	16540000	16540002	85.9	34	E008_brain	fetal_brain
chr22	16542000	16542002	86.7	44	E008_brain	fetal_brain
chr22	16544000	16544002	75.6	15	E008_brain	fetal_brain
chr22	16546000	16546002	75.6	59	E008_brain	fetal_brain
chr22	16548000	16548002	60.5	14	E008_brain	fetal_brain
chr22	16550000	16550002	45.5	7	E008_brain	fetal_brain
chr22	16552000	16552002	73.9	10	E008_brain	fetal_brain
chr22	16554000	16554002	45.1	30	E008_brain	fetal_brain
chr22	16556000	16556002	90.7	70	E008_brain	fetal_brain
chr22	16558000	16558002	86.7	80	E008_brain	fetal_brain
chr22	16560000	16560002	77.0	37	E008_brain	fetal_brain
chr22	16562000	16562002	72.7	10	E008_brain	fetal_brain
chr22	16564000	16564002	90.4	17	E008_brain	fetal_brain
chr22	16566000	16566002	79.0	20	E008_brain	fetal_brain
chr22	16568000	16568002	78.9	30	E008_brain	fetal_brain
chr22	16570000	16570002	65.1	28	E008_brain	fetal_brain
chr22	16572000	16572002	68.3	23	E008_brain	fetal_brain
chr22	16574000	16574002	66.8	40	E008_brain	fetal_brain
chr22	16576000	16576002	83.2	25	E008_brain	fetal_brain
chr22	16578000	16578002	65.6	69	E008_brain	fetal_brain
chr22	16580000	16580002	74.0	69	E008_brain	fetal_brain
chr22	16582000	16582002	49.7	77	E008_brain	fetal_brain
chr22	16584000	16584002	95.2	6	E008_brain	fetal_brain
chr22	16586000	16586002	81.6	72	E008_brain	fetal_brain
chr22	16588000	16588002	72.0	41	E008_brain	fetal_brain
chr22	16590000	16590002	79.6	26	E008_brain	fetal_brain
chr22	16592000	16592002	85.2	17	E008_brain	fetal_brain
chr22	16594000	16594002	59.2	32	E008_brain	fetal_brain
chr22	16596000	16596002	95.7	65	E008_brain	fetal_brain
chr22	16598000	16598002	56.0	51	E008_brain	fetal_brain
chr22	16600000	16600002	66.9	18	E008_brain	fetal_brain
chr22	16602000	16602002	60.9	28	E008_brain	fetal_brain
chr22	16604000	16604002	91.5	59	E008_brain	fetal_brain
chr22	16606000	16606002	33.5	32	E008_brain	fetal_brain
chr22	16608000	16608002	54.7	45	E008_brain	fetal_brain
chr22	16610000	16610002	68.6	20	E008_brain	fetal_brain
chr22	16612000	16612002	52.2	68	E008_brain	fetal_brain
chr22	16614000	16614002	73.9	51	E008_brain	fetal_brain
chr22	16616000	16616002	64.6	10	E008_brain	fetal_brain
chr22	16618000	16618002	51.6	15	E008_brain	fetal_brain
chr22	16620000	16620002	66.5	41	E008_brain	fetal_brain
chr22	16622000	16622002	76.6	63	E008_brain	fetal_brain
chr22	16624000	16624002	59.5	61	E008_brain	fetal_brain
chr22	16626000	16626002	62.3	33	E008_brain	fetal_brain
chr22	16628000	16628002	58.3	59	E008_brain	fetal_brain
chr22	16630000	16630002	65.9	29	E008_brain	fetal_brain
chr22	16632000	16632002	89.8	65	E008_brain	fetal_brain
chr22	16634000	16634002	45.1	52	E008_brain	fetal_brain
chr22	16636000	16636002	93.5	67	E008_brain	fetal_brain
chr22	16638000	16638002	100	18	E008_brain	fetal_brain
chr22	16640000	16640002	55.5	15	E008_brain	fetal_brain
chr22	16642000	16642002	81.1	20	E008_brain	fetal_brain
chr22	16644000	16644002	79.4	80	E008_brain	fetal_brain
chr22	16646000	16646002	81.9	18	E008_brain	fetal_brain
chr22	16648000	16648002	68.3	26	E008_brain	fetal_brain
chr22	16650000	16650002	38.4	13	E008_brain	fetal_brain
chr22	16652000	16652002	63.5	30	E008_brain	fetal_brain
chr22	16654000	16654002	77.6	56	E008_brain	fetal_brain
chr22	16656000	16656002	90.5	68	E008_brain	fetal_brain
chr22	16658000	16658002	90.0	40	E008_brain	fetal_brain
chr22	16660000	16660002	72.4	80	E008_brain	fetal_brain
chr22	16662000	16662002	44.5	39	E008_brain	fetal_brain
chr22	16664000	16664002	71.1	56	E008_brain	fetal_brain
chr22	16666000	16666002	43.1	50	E008_brain	fetal_brain
chr22	16668000	16668002	49.8	56	E008_brain	fetal_brain
chr22	16670000	16670002	73.1	67	E008_brain	fetal_brain
chr22	16672000	16672002	61.6	63	E008_brain	fetal_brain
chr22	16674000	16674002	69.4	18	E008_brain	fetal_brain
chr22	16676000	16676002	82.5	34	E008_brain	fetal_brain
chr22	16678000	16678002	82.1	22	E008_brain	fetal_brain
chr22	16680000	16680002	94.1	13	E008_brain	fetal_brain
chr22	16682000	16682002	74.6	68	E008_brain	fetal_brain
chr22	16684000	16684002	52.5	53	E008_brain	fetal_brain
chr22	16686000	16686002	33.9	46	E008_brain	fetal_brain
chr22	16688000	16688002	82.0	17	E008_brain	fetal_brain
chr22	16690000	16690002	87.1	14	E008_brain	fetal_brain
chr22	16692000	16692002	60.4	68	E008_brain	fetal_brain
chr22	16694000	16694002	54.6	64	E008_brain	fetal_brain
chr22	16696000	16696002	76.6	67	E008_brain	fetal_brain
chr22	16698000	16698002	91.1	69	E008_brain	fetal_brain
chr22	16700000	16700002	69.0	74	E008_brain	fetal_brain
chr22	16702000	16702002	83.7	74	E008_brain	fetal_brain
chr22	16704000	16704002	95.3	60	E008_brain	fetal_brain
chr22	16706000	16706002	72.8	20	E008_brain	fetal_brain
chr22	16708000	16708002	60.3	53	E008_brain	fetal_brain
chr22	16710000	16710002	78.7	61	E008_brain	fetal_brain
chr22	16712000	16712002	66.2	76	E008_brain	fetal_brain
chr22	16714000	16714002	71.0	43	E008_brain	fetal_brain
chr22	16716000	16716002	76.7	60	E008_brain	fetal_brain
chr22	16718000	16718002	64.0	22	E008_brain	fetal_brain
chr22	16720000	16720002	64.3	19	E008_brain	fetal_brain
chr22	16722000	16722002	83.8	77	E008_brain	fetal_brain
chr22	16724000	16724002	60.0	74	E008_brain	fetal_brain
chr22	16726000	16726002	50.4	78	E008_brain	fetal_brain
chr22	16728000	16728002	51.1	25	E008_brain	fetal_brain
chr22	16730000	16730002	73.6	69	E008_brain	fetal_brain
chr22	16732000	16732002	81.0	80	E008_brain	fetal_brain
chr22	16734000	16734002	74.0	53	E008_brain	fetal_brain
chr22	16736000	16736002	59.6	41	E008_brain	fetal_brain
chr22	16738000	16738002	60.6	46	E008_brain	fetal_brain
chr22	16740000	16740002	88.6	21	E008_brain	fetal_brain
chr22	16742000	16742002	77.5	51	E008_brain	fetal_brain
chr22	16744000	16744002	55.6	8	E008_brain	fetal_brain
chr22	16746000	16746002	90.1	48	E008_brain	fetal_brain
chr22	16748000	16748002	58.4	50	E008_brain	fetal_brain
chr22	16750000	16750002	80.8	57	E008_brain	fetal_brain
chr22	16752000	16752002	56.9	36	E008_brain	fetal_brain
chr22	16754000	16754002	87.8	35	E008_brain	fetal_brain
chr22	16756000	16756002	58.0	13	E008_brain	fetal_brain
chr22	16758000	16758002	53.9	44	E008_brain	fetal_brain
chr22	16760000	16760002	76.9	73	E008_brain	fetal_brain
chr22	16762000	16762002	76.0	46	E008_brain	fetal_brain
chr22	16764000	16764002	91.4	59	E008_brain	fetal_brain
chr22	16766000	16766002	75.1	77	E008_brain	fetal_brain
chr22	16768000	16768002	54.4	7	E008_brain	fetal_brain
chr22	16770000	16770002	68.5	65	E008_brain	fetal_brain
chr22	16772000	16772002	32.8	53	E008_brain	fetal_brain
chr22	16774000	16774002	47.0	78	E008_brain	fetal_brain
chr22	16776000	16776002	54.9	67	E008_brain	fetal_brain
chr22	16778000	16778002	82.4	17	E008_brain	fetal_brain
chr22	16780000	16780002	66.3	68	E008_brain	fetal_brain
chr22	16782000	16782002	60.5	69	E008_brain	fetal_brain
chr22	16784000	16784002	78.4	26	E008_brain	fetal_brain
chr22	16786000	16786002	49.4	43	E008_brain	fetal_brain
chr22	16788000	16788002	59.5	68	E008_brain	fetal_brain
chr22	16790000	16790002	82.2	14	E008_brain	fetal_brain
chr22	16792000	16792002	80.0	41	E008_brain	fetal_brain
chr22	16794000	16794002	54.3	38	E008_brain	fetal_brain
chr22	16796000	16796002	100	56	E008_brain	fetal_brain
chr22	16798000	16798002	84.7	33	E008_brain	fetal_brain
chr22	16800000	16800002	43.2	79	E008_brain	fetal_brain
chr22	16802000	16802002	43.4	17	E008_brain	fetal_brain
chr22	16804000	16804002	60.0	77	E008_brain	fetal_brain
chr22	16806000	16806002	63.5	72	E008_brain	fetal_brain
chr22	16808000	16808002	59.8	14	E008_brain	fetal_brain
chr22	16810000	16810002	71.6	43	E008_brain	fetal_brain
chr22	16812000	16812002	57.3	74	E008_brain	fetal_brain
chr22	16814000	16814002	69.6	45	E008_brain	fetal_brain
chr22	16816000	16816002	74.7	70	E008_brain	fetal_brain
chr22	16818000	16818002	84.5	63	E008_brain	fetal_brain
chr22	16820000	16820002	61.1	7	E008_brain	fetal_brain
chr22	16822000	16822002	53.4	71	E008_brain	fetal_brain
chr22	16824000	16824002	82.8	32	E008_brain	fetal_brain
chr22	16826000	16826002	55.1	64	E008_brain	fetal_brain
chr22	16828000	16828002	67.6	60	E008_brain	fetal_brain
chr22	16830000	16830002	91.2	77	E008_brain	fetal_brain
chr22	16832000	16832002	69.2	30	E008_brain	fetal_brain
chr22	16834000	16834002	64.8	51	E008_brain	fetal_brain
chr22	16836000	16836002	59.2	43	E008_brain	fetal_brain
chr22	16838000	16838002	72.6	60	E008_brain	fetal_brain
chr22	16840000	16840002	44.9	13	E008_brain	fetal_brain
chr22	16842000	16842002	85.9	31	E008_brain	fetal_brain
chr22	16844000	16844002	76.7	41	E008_brain	fetal_brain
chr22	16846000	16846002	60.3	25	E008_brain	fetal_brain
chr22	16848000	16848002	69.2	56	E008_brain	fetal_brain
chr22	16850000	16850002	90.3	35	E008_brain	fetal_brain
chr22	16852000	16852002	77.4	36	E008_brain	fetal_brain
chr22	16854000	16854002	76.4	44	E008_brain	fetal_brain
chr22	16856000	16856002	51.3	60	E008_brain	fetal_brain
chr22	16858000	16858002	74.3	59	E008_brain	fetal_brain
chr22	16860000	16860002	67.5	25	E008_brain	fetal_brain
chr22	16862000	16862002	66.7	39	E008_brain	fetal_brain
chr22	16864000	16864002	77.6	40	E008_brain	fetal_brain
chr22	16866000	16866002	78.8	75	E008_brain	fetal_brain
chr22	16868000	16868002	83.2	67	E008_brain	fetal_brain
chr22	16870000	16870002	96.2	7	E008_brain	fetal_brain
chr22	16872000	16872002	100	45	E008_brain	fetal_brain
chr22	16874000	16874002	80.9	43	E008_brain	fetal_brain
chr22	16876000	16876002	91.6	57	E008_brain	fetal_brain
chr22	16878000	16878002	46.1	51	E008_brain	fetal_brain
chr22	16880000	16880002	55.2	55	E008_brain	fetal_brain
chr22	16882000	16882002	42.5	22	E008_brain	fetal_brain
chr22	16884000	16884002	71.7	69	E008_brain	fetal_brain
chr22	16886000	16886002	89.4	20	E008_brain	fetal_brain
chr22	16888000	16888002	42.1	72	E008_brain	fetal_brain
chr22	16890000	16890002	66.1	37	E008_brain	fetal_brain
chr22	16892000	16892002	63.5	20	E008_brain	fetal_brain
chr22	16894000	16894002	70.1	45	E008_brain	fetal_brain
chr22	16896000	16896002	60.5	54	E008_brain	fetal_brain
chr22	16898000	16898002	87.5	35	E008_brain	fetal_brain
chr22	16900000	16900002	79.7	18	E008_brain	fetal_brain
chr22	16902000	16902002	65.9	27	E008_brain	fetal_brain
chr22	16904000	16904002	72.7	57	E008_brain	fetal_brain
chr22	16906000	16906002	81.7	37	E008_brain	fetal_brain
chr22	16908000	16908002	73.3	73	E008_brain	fetal_brain
chr22	16910000	16910002	66.1	52	E008_brain	fetal_brain
chr22	16912000	16912002	67.7	74	E008_brain	fetal_brain
chr22	16914000	16914002	63.0	59	E008_brain	fetal_brain
chr22	16916000	16916002	58.9	40	E008_brain	fetal_brain
chr22	16918000	16918002	71.8	23	E008_brain	fetal_brain
chr22	16920000	16920002	54.5	44	E008_brain	fetal_brain
chr22	16922000	16922002	88.0	7	E008_brain	fetal_brain
chr22	16924000	16924002	50.1	9	E008_brain	fetal_brain
chr22	16926000	16926002	44.2	11	E008_brain	fetal_brain
chr22	16928000	16928002	60.4	35	E008_brain	fetal_brain
chr22	16930000	16930002	45.4	37	E008_brain	fetal_brain
chr22	16932000	16932002	57.8	51	E008_brain	fetal_brain
chr22	16934000	16934002	65.8	20	E008_brain	fetal_brain
chr22	16936000	16936002	59.2	61	E008_brain	fetal_brain
chr22	16938000	16938002	67.6	54	E008_brain	fetal_brain
chr22	16940000	16940002	100	37	E008_brain	fetal_brain
chr22	16942000	16942002	71.9	43	E008_brain	fetal_brain
chr22	16944000	16944002	93.5	35	E008_brain	fetal_brain
chr22	16946000	16946002	85.0	43	E008_brain	fetal_brain
chr22	16948000	16948002	77.8	61	E008_brain	fetal_brain
chr22	16950000	16950002	100	45	E008_brain	fetal_brain
chr22	16952000	16952002	88.6	57	E008_brain	fetal_brain
chr22	16954000	16954002	52.4	9	E008_brain	fetal_brain
chr22	16956000	16956002	69.1	67	E008_brain	fetal_brain
chr22	16958000	16958002	76.1	65	E008_brain	fetal_brain
chr22	16960000	16960002	67.2	47	E008_brain	fetal_brain
chr22	16962000	16962002	35.8	59	E008_brain	fetal_brain
chr22	16964000	16964002	89.9	25	E008_brain	fetal_brain
chr22	16966000	16966002	50.6	38	E008_brain	fetal_brain
chr22	16968000	16968002	56.0	75	E008_brain	fetal_brain
chr22	16970000	16970002	69.4	46	E008_brain	fetal_brain
chr22	16972000	16972002	66.6	11	E008_brain	fetal_brain
chr22	16974000	16974002	71.0	28	E008_brain	fetal_brain
chr22	16976000	16976002	51.8	22	E008_brain	fetal_brain
chr22	16978000	16978002	50.6	5	E008_brain	fetal_brain
chr22	16980000	16980002	52.9	45	E008_brain	fetal_brain
chr22	16982000	16982002	82.3	78	E008_brain	fetal_brain
chr22	16984000	16984002	77.6	71	E008_brain	fetal_brain
chr22	16986000	16986002	74.3	21	E008_brain	fetal_brain
chr22	16988000	16988002	83.1	45	E008_brain	fetal_brain
chr22	16990000	16990002	51.3	62	E008_brain	fetal_brain
chr22	16992000	16992002	45.8	38	E008_brain	fetal_brain
chr22	16994000	16994002	73.3	27	E008_brain	fetal_brain
chr22	16996000	16996002	59.2	41	E008_brain	fetal_brain
chr22	16998000	16998002	44.1	30	E008_brain	fetal_brain
chr22	17000000	17000002	82.4	55	E008_brain	fetal_brain
chr22	17002000	17002002	77.3	53	E008_brain	fetal_brain
chr22	17004000	17004002	99.3	33	E008_brain	fetal_brain
chr22	17006000	17006002	59.4	7	E008_brain	fetal_brain
chr22	17008000	17008002	100	34	E008_brain	fetal_brain
chr22	17010000	17010002	59.1	16	E008_brain	fetal_brain
chr22	17012000	17012002	79.8	26	E008_brain	fetal_brain
chr22	17014000	17014002	68.4	11	E008_brain	fetal_brain
chr22	17016000	17016002	57.1	38	E008_brain	fetal_brain
chr22	17018000	17018002	79.2	24	E008_brain	fetal_brain
chr22	17020000	17020002	82.2	77	E008_brain	fetal_brain
chr22	17022000	17022002	77.6	20	E008_brain	fetal_brain
chr22	17024000	17024002	88.3	63	E008_brain	fetal_brain
chr22	17026000	17026002	71.6	68	E008_brain	fetal_brain
chr22	17028000	17028002	87.4	29	E008_brain	fetal_brain
chr22	17030000	17030002	86.1	39	E008_brain	fetal_brain
chr22	17032000	17032002	65.9	21	E008_brain	fetal_brain
chr22	17034000	17034002	87.0	60	E008_brain	fetal_brain
chr22	17036000	17036002	82.6	41	E008_brain	fetal_brain
chr22	17038000	17038002	54.1	29	E008_brain	fetal_brain
chr22	17040000	17040002	56.6	23	E008_brain	fetal_brain
chr22	17042000	17042002	77.5	8	E008_brain	fetal_brain
chr22	17044000	17044002	67.1	62	E008_brain	fetal_brain
chr22	17046000	17046002	81.3	36	E008_brain	fetal_brain
chr22	17048000	17048002	54.4	63	E008_brain	fetal_brain
chr22	17050000	17050002	86.6	15	E008_brain	fetal_brain
chr22	17052000	17052002	78.0	46	E008_brain	fetal_brain
chr22	17054000	17054002	70.5	55	E008_brain	fetal_brain
chr22	17056000	17056002	60.8	59	E008_brain	fetal_brain
chr22	17058000	17058002	48.1	37	E008_brain	fetal_brain
chr22	17060000	17060002	87.2	11	E008_brain	fetal_brain
chr22	17062000	17062002	78.5	47	E008_brain	fetal_brain
chr22	17064000	17064002	85.4	50	E008_brain	fetal_brain
chr22	17066000	17066002	62.9	10	E008_brain	fetal_brain
chr22	17068000	17068002	87.8	53	E008_brain	fetal_brain
chr22	17070000	17070002	70.6	43	E008_brain	fetal_brain
chr22	17072000	17072002	92.2	21	E008_brain	fetal_brain
chr22	17074000	17074002	66.9	76	E008_brain	fetal_brain
chr22	17076000	17076002	79.1	26	E008_brain	fetal_brain
chr22	17078000	17078002	72.4	69	E008_brain	fetal_brain
chr22	17080000	17080002	56.4	64	E008_brain	fetal_brain
chr22	17082000	17082002	70.6	21	E008_brain	fetal_brain
chr22	17084000	17084002	90.0	60	E008_brain	fetal_brain
chr22	17086000	17086002	82.6	23	E008_brain	fetal_brain
chr22	17088000	17088002	69.2	21	E008_brain	fetal_brain
chr22	17090000	17090002	83.0	68	E008_brain	fetal_brain
chr22	17092000	17092002	89.7	51	E008_brain	fetal_brain
chr22	17094000	17094002	49.5	60	E008_brain	fetal_brain
chr22	17096000	17096002	63.7	38	E008_brain	fetal_brain
chr22	17098000	17098002	100	71	E008_brain	fetal_brain
chr22	17100000	17100002	57.8	45	E008_brain	fetal_brain
chr22	17102000	17102002	99.2	67	E008_brain	fetal_brain
chr22	17104000	17104002	70.7	61	E008_brain	fetal_brain
chr22	17106000	17106002	61.4	11	E008_brain	fetal_brain
chr22	17108000	17108002	71.9	28	E008_brain	fetal_brain
chr22	17110000	17110002	74.7	9	E008_brain	fetal_brain
chr22	17112000	17112002	61.2	64	E008_brain	fetal_brain
chr22	17114000	17114002	71.7	60	E008_brain	fetal_brain
chr22	17116000	17116002	93.8	68	E008_brain	fetal_brain
chr22	17118000	17118002	91.2	10	E008_brain	fetal_brain
chr22	17120000	17120002	28.0	76	E008_brain	fetal_brain
chr22	17122000	17122002	86.2	67	E008_brain	fetal_brain
chr22	17124000	17124002	62.9	23	E008_brain	fetal_brain
chr22	17126000	17126002	71.9	20	E008_brain	fetal_brain
chr22	17128000	17128002	64.1	41	E008_brain	fetal_brain
chr22	17130000	17130002	78.2	28	E008_brain	fetal_brain
chr22	17132000	17132002	82.7	39	E008_brain	fetal_brain
chr22	17134000	17134002	48.5	77	E008_brain	fetal_brain
chr22	17136000	17136002	85.4	79	E008_brain	fetal_brain
chr22	17138000	17138002	57.4	5	E008_brain	fetal_brain
chr22	17140000	17140002	50.8	58	E008_brain	fetal_brain
chr22	17142000	17142002	66.8	14	E008_brain	fetal_brain
chr22	17144000	17144002	70.4	17	E008_brain	fetal_brain
chr22	17146000	17146002	87.6	47	E008_brain	fetal_brain
chr22	17148000	17148002	92.4	20	E008_brain	fetal_brain
chr22	17150000	17150002	73.7	55	E008_brain	fetal_brain
chr22	17152000	17152002	45.8	18	E008_brain	fetal_brain
chr22	17154000	17154002	94.6	46	E008_brain	fetal_brain
chr22	17156000	17156002	73.5	66	E008_brain	fetal_brain
chr22	17158000	17158002	75.1	63	E008_brain	fetal_brain
chr22	17160000	17160002	61.8	5	E008_brain	fetal_brain
chr22	17162000	17162002	61.4	47	E008_brain	fetal_brain
chr22	17164000	17164002	91.5	62	E008_brain	fetal_brain
chr22	17166000	17166002	65.9	46	E008_brain	fetal_brain
chr22	17168000	17168002	100	77	E008_brain	fetal_brain
chr22	17170000	17170002	49.8	21	E008_brain	fetal_brain
chr22	17172000	17172002	71.1	41	E008_brain	fetal_brain
chr22	17174000	17174002	74.6	46	E008_brain	fetal_brain
chr22	17176000	17176002	77.4	75	E008_brain	fetal_brain
chr22	17178000	17178002	46.4	53	E008_brain	fetal_brain
chr22	17180000	17180002	79.6	35	E008_brain	fetal_brain
chr22	17182000	17182002	76.3	56	E008_brain	fetal_brain
chr22	17184000	17184002	94.9	25	E008_brain	fetal_brain
chr22	17186000	17186002	85.6	54	E008_brain	fetal_brain
chr22	17188000	17188002	72.3	24	E008_brain	fetal_brain
chr22	17190000	17190002	57.9	20	E008_brain	fetal_brain
chr22	17192000	17192002	61.9	44	E008_brain	fetal_brain
chr22	17194000	17194002	95.7	21	E008_brain	fetal_brain
chr22	17196000	17196002	65.7	52	E008_brain	fetal_brain
chr22	17198000	17198002	75.2	70	E008_brain	fetal_brain
chr22	17200000	17200002	75.0	54	E008_brain	fetal_brain
chr22	17202000	17202002	85.5	65	E008_brain	fetal_brain
chr22	17204000	17204002	67.6	16	E008_brain	fetal_brain
chr22	17206000	17206002	90.2	59	E008_brain	fetal_brain
chr22	17208000	17208002	77.7	60	E008_brain	fetal_brain
chr22	17210000	17210002	50.8	59	E008_brain	fetal_brain
chr22	17212000	17212002	85.0	64	E008_brain	fetal_brain
chr22	17214000	17214002	79.9	33	E008_brain	fetal_brain
chr22	17216000	17216002	55.8	68	E008_brain	fetal_brain
chr22	17218000	17218002	51.0	72	E008_brain	fetal_brain
chr22	17220000	17220002	57.4	42	E008_brain	fetal_brain
chr22	17222000	17222002	56.7	64	E008_brain	fetal_brain
chr22	17224000	17224002	39.8	66	E008_brain	fetal_brain
chr22	17226000	17226002	82.5	43	E008_brain	fetal_brain
chr22	17228000	17228002	74.7	43	E008_brain	fetal_brain
chr22	17230000	17230002	76.3	36	E008_brain	fetal_brain
chr22	17232000	17232002	57.6	11	E008_brain	fetal_brain
chr22	17234000	17234002	68.2	75	E008_brain	fetal_brain
chr22	17236000	17236002	74.0	18	E008_brain	fetal_brain
chr22	17238000	17238002	72.1	70	E008_brain	fetal_brain
chr22	17240000	17240002	64.0	77	E008_brain	fetal_brain
chr22	17242000	17242002	73.0	37	E008_brain	fetal_brain
chr22	17244000	17244002	57.8	69	E008_brain	fetal_brain
chr22	17246000	17246002	85.7	7	E008_brain	fetal_brain
chr22	17248000	17248002	86.7	27	E008_brain	fetal_brain
chr22	17250000	17250002	84.5	28	E008_brain	fetal_brain
chr22	17252000	17252002	72.5	58	E008_brain	fetal_brain
chr22	17254000	17254002	66.2	43	E008_brain	fetal_brain
chr22	17256000	17256002	60.6	62	E008_brain	fetal_brain
chr22	17258000	17258002	92.2	38	E008_brain	fetal_brain
chr22	17260000	17260002	51.8	28	E008_brain	fetal_brain
chr22	17262000	17262002	98.2	32	E008_brain	fetal_brain
chr22	17264000	17264002	79.9	38	E008_brain	fetal_brain
chr22	17266000	17266002	92.8	18	E008_brain	fetal_brain
chr22	17268000	17268002	67.4	55	E008_brain	fetal_brain
chr22	17270000	17270002	71.2	19	E008_brain	fetal_brain
chr22	17272000	17272002	91.8	63	E008_brain	fetal_brain
chr22	17274000	17274002	71.8	56	E008_brain	fetal_brain
chr22	17276000	17276002	96.5	67	E008_brain	fetal_brain
chr22	17278000	17278002	41.4	43	E008_brain	fetal_brain
chr22	17280000	17280002	40.2	51	E008_brain	fetal_brain
chr22	17282000	17282002	42.5	55	E008_brain	fetal_brain
chr22	17284000	17284002	72.2	22	E008_brain	fetal_brain
chr22	17286000	17286002	64.0	6	E008_brain	fetal_brain
chr22	17288000	17288002	80.0	29	E008_brain	fetal_brain
chr22	17290000	17290002	95.7	8	E008_brain	fetal_brain
chr22	17292000	17292002	75.5	35	E008_brain	fetal_brain
chr22	17294000	17294002	91.0	60	E008_brain	fetal_brain
chr22	17296000	17296002	86.2	73	E008_brain	fetal_brain
chr22	17298000	17298002	45.2	29	E008_brain	fetal_brain
chr22	17300000	17300002	92.0	23	E008_brain	fetal_brain
chr22	17302000	17302002	83.2	65	E008_brain	fetal_brain
chr22	17304000	17304002	63.4	24	E008_brain	fetal_brain
chr22	17306000	17306002	73.5	61	E008_brain	fetal_brain
chr22	17308000	17308002	86.5	62	E008_brain	fetal_brain
chr22	17310000	17310002	66.2	79	E008_brain	fetal_brain
chr22	17312000	17312002	70.6	55	E008_brain	fetal_brain
chr22	17314000	17314002	82.5	11	E008_brain	fetal_brain
chr22	17316000	17316002	66.5	60	E008_brain	fetal_brain
chr22	17318000	17318002	76.0	58	E008_brain	fetal_brain
chr22	17320000	17320002	84.2	75	E008_brain	fetal_brain
chr22	17322000	17322002	50.0	42	E008_brain	fetal_brain
chr22	17324000	17324002	84.7	70	E008_brain	fetal_brain
chr22	17326000	17326002	73.5	80	E008_brain	fetal_brain
chr22	17328000	17328002	64.4	67	E008_brain	fetal_brain
chr22	17330000	17330002	35.3	34	E008_brain	fetal_brain
chr22	17332000	17332002	65.9	59	E008_brain	fetal_brain
chr22	17334000	17334002	52.1	78	E008_brain	fetal_brain
chr22	17336000	17336002	67.8	58	E008_brain	fetal_brain
